	i1_t01	i1_t02	i1_t03	i1_t04	i1_t05	i1_t06	i1_t07	i1_t08	i1_t09	i1_t10	i1_t11	i1_t12	i1_t13	i1_t14	i1_t15	i1_t16	i2_t01	i2_t02	i2_t03	i2_t04	i2_t05	i2_t06	i2_t07	i2_t08	i2_t09	i2_t10	i2_t11	i2_t12	i2_t13	i2_t14	i2_t15	i2_t16
snp_011	-2.0760828517455	-1.24923868268944	0.810990829372548	-0.249685425516508	0.413158612659113	1.14756730674903	0.546550985993765	1.60523138942537	0.75143687302284	0.786560871402355	0.295081324156682	0.220472617358332	0.675837446934285	-0.692863045581117	-0.111611516620522	0.605204652512175	1.14841359787486	-0.176329243791876	-1.13705788264372	-0.675647221834576	-0.740400196461875	-0.115234964106748	-0.889788779471116	0.164401823885606	0.0819876364721224	0.0702899404542622	-0.532787619770116	0.463095468446164	-1.31713585107263	-1.55841993883781	0.169178724250552	-1.93012021397926
snp_012	0.0360901138687755	-2.01234630000014	1.22251171293597	0.637183291616354	0.170874584230374	-0.488522538049916	-1.22812505658105	-0.556361483458498	-0.834376928630218	-2.20088744299915	0.536140779166447	-0.264498372897562	-1.02167771691334	-1.22527976752974	-1.00020006020237	-1.76783216662852	0.527506320279298	-1.12317208766299	-1.21330670328739	0.0535182674949983	-0.129143363572054	-1.92938355477558	-1.2611904515339	-0.554091780181752	-1.2193900448106	0.134781227847266	-0.816384675243209	-1.95085592176664	1.39537073640054	-0.464394042262454	1.88253452697736	2.2939914741174
snp_013	-0.861889140824826	1.3010648864692	-1.31536193823152	0.777530502306867	-0.314847879084765	1.4163000096214	-1.09381174679611	-0.827231848622029	-0.542383414305174	-0.442878158165576	1.48002705333761	-1.37505075216766	-0.615809067370886	-2.09569696910841	-1.05656832887147	-1.82900242366238	0.813282962283684	-1.97218262761228	-0.490307445230855	-2.23264285657295	0.637358071333386	-1.61093411990565	-2.24040106368949	-0.418355830028371	-0.207953557928861	-2.49755438990055	1.03973017249204	-0.800912849259142	-0.168151869667587	-0.204314617856429	-0.464022754721151	1.3187329037115
snp_014	-2.01174871557514	-0.280317147094285	-1.57864933167517	0.423040368642641	-0.367876659166819	0.391480114027955	1.18970948811432	-0.173509159496883	2.29320954570817	-0.164999139363734	1.50877057280812	0.293897775127399	-0.330829276693574	0.0630047791550923	-0.744676359139507	0.937503538648712	0.0746264709696151	1.14191572009505	-0.458780073421141	0.837171510563724	-0.784875377663682	-0.0460735559309909	-0.958415515870821	-0.0772192191642435	0.331947244983996	-0.177210234643968	-1.13776815221227	1.75653818011866	-1.31577119300963	1.53605352575711	-0.707069137815584	1.1728272530725
snp_015	-0.768439263927825	-0.955179803530911	0.751314293338323	-0.566618379231615	1.54310068398377	0.86396956089725	-0.0246804862813199	0.766539418265272	1.66742657675649	-0.461506876660285	1.50074732240559	1.82901122984059	-0.0346783285968836	-0.204676972380905	0.386469933459003	0.60801671040654	0.227252223450906	0.595344520568407	-0.605428272783102	0.689611753860808	-1.03802872594237	0.0607374430799391	-2.24277036982626	-0.518908348092066	-0.0457604467751286	0.532060676999064	-0.846622216815045	-0.0988370247132373	0.325500938584736	0.181613309022535	0.65051981797977	-1.93139962140404
snp_016	-1.37484276869254	-1.20905929852057	1.4263232615671	-0.985507373058564	0.337956065929588	-0.17579615321747	-0.982615896164763	-0.38768055502893	0.821385284420924	-1.77489336829362	0.346705184596935	-0.976227038060966	0.905207432743856	-0.511991838264382	-1.11131813892963	-1.92663907923944	0.0275959619990396	-1.83336482672056	-1.06720844925606	-0.947509174233879	-0.701576836461181	-1.35292043449679	-3.0240189123655	0.897551722080937	-1.22613771063346	-0.445025330452241	-1.48958465836674	-0.551895350675507	0.081879368810881	0.596433629535253	-0.396170356164076	1.52567481145903
snp_017	-1.31300426141015	-0.180980754545449	-0.179307417955808	0.405713256451222	0.0887999504694949	-0.595897626879439	1.06749075736312	-0.867465782758894	0.909885130537644	-0.238684345894926	-0.97593403431094	1.0674707360606	-1.06359679738892	-0.303697134013513	-1.73567978461121	-1.73064167356066	-0.554794974551845	-0.945354333601896	-1.49062867632305	-1.57696134210573	-0.147316300830017	-0.930652391031673	0.551107915441981	-0.257335555108359	-1.22570821435159	-0.398405148825824	-0.192836348825329	-1.0697259795003	-0.671312213458582	0.676949209686792	0.410959773369732	1.29151689010742
snp_018	-1.68285228490741	-0.149218444506968	0.0981715481090882	0.403542323953092	1.04835162137805	-0.691081676242337	-0.772637006373448	-1.21728997623794	0.979140919907634	-1.6038210629585	0.0613043139854771	-1.41376039512384	0.425158968026925	-0.561832170955978	-1.20416024888891	-1.45083770400683	0.434044228445253	-0.0259746182421723	-0.524435833999711	-0.835788068973102	-0.766734167412007	0.134089528761666	-1.19015659665755	-1.51372199003374	0.234116234111119	-1.47778975419896	-1.01477321937395	-0.606326310650988	-0.294840653018468	0.226450446878551	-0.668735348682558	2.26394550888756
snp_019	0.0321539625962335	-1.51663876410232	-0.473801657473166	-0.692316369995665	-0.412407129051197	0.0861194561460251	0.688857690853198	0.334869797336429	-0.0625222234392807	0.682003901368786	0.865785798332443	-0.45390664269245	1.205618948205	0.828691475453214	-0.499528792246943	1.48461778248535	0.811083054313013	-0.387508078094693	-1.36392193090624	0.448650290140008	-0.413282426990466	-0.241139355290424	-1.8989374029841	-1.08131017421369	1.08178321438369	-0.0390232239546452	0.386777757189432	0.143235463446207	-0.426360080652673	0.495163583437106	-0.915881071145199	0.816672784112329
snp_020	-0.304004306582575	-0.614782702620971	0.545834109270421	0.517346924910325	1.3351186984355	1.33147966323937	0.780448608321423	1.21789229934755	-0.144116910211694	1.07125492990705	-1.19559133517724	0.0370177140139911	1.37918135647013	-0.0299272311095892	0.80508792298184	-0.344860590406882	-0.913612051679979	0.300231917207808	-1.31497046485198	-0.969986353742584	1.68694416180805	-0.411881025089112	0.578007803842153	1.04943726449435	1.08909672264531	-0.12814217189917	1.26210455683183	-1.10618977701967	-0.906017421123411	-1.46618096888616	-1.1601534911388	-0.83359755094647
snp_021	-1.11790409006153	-1.85260090752148	0.299236481415919	-0.359524985578993	0.0879053569766321	1.07132226552534	0.136602999368331	2.15799175166801	1.02684657069722	0.894072986272739	-0.180244408639175	1.22554287648269	-0.806831130549236	0.225276087421673	0.207593142509271	0.587951239816165	0.103990329821915	-0.478271986929845	-1.84635200833944	-0.097605339042567	-1.36061280251411	-0.175589830402391	-0.658488174459942	-1.20683865101238	0.666202857709776	-0.740216015701662	-0.622508317843092	-0.692211047074583	-0.105722481176404	-1.37574654917882	-0.805438575443529	-1.12222492759559
snp_022	-0.966381637896854	-0.858154450672628	-1.32530071022271	-1.76805330225961	0.629856522266111	0.677310607304803	0.00680930327553209	1.77415455865092	0.418172236311172	1.44185770401023	2.06907762005266	1.34782051827235	0.355997859617396	0.87121706029818	0.184515312273482	0.448887159733953	1.71984890527617	0.830339190717884	-0.890808273215566	-1.11212206664011	-0.549379496475582	-0.377059601145242	-0.850404295134891	-1.77066277522366	-0.0442072407248288	1.28972459019324	-2.17554896875386	-0.444634265028273	-1.63729827821897	0.566306936109397	-0.766515712215353	0.388505548152675
snp_023	-0.602581923661499	-2.1356388335305	-0.104029969064665	0.197533984107304	-0.166815398856026	0.852476711517943	1.64987959797913	0.071431132756121	0.711891617915618	0.905616043518392	0.452352255939518	0.598768784466587	0.00909622636886585	1.08561490642264	-1.10367360019406	0.440744750661874	-0.950984249994984	-0.290578800043355	-0.170448483829762	-0.811377062179819	-1.26519323327605	0.92922185263565	0.0495908097724366	-0.0685660359491101	-0.691959497004271	-0.152847715839362	-0.274241548242907	1.69225873531183	-2.05419007497412	-0.27332540377703	-1.49431835446625	1.42024164543669
snp_024	-0.430871781605381	-1.29542851436526	1.32254188088407	-0.963909029400637	-0.753615135815772	2.05314579153597	-1.59520237908419	0.367281794356921	-1.49403954057068	-0.0868196394745468	-1.79718142272726	-0.84299801184273	-1.06964167400229	-0.486343900696902	-1.22321105190281	-2.11336932844516	0.410625870661063	-0.0469290059743335	-1.25488062286338	-0.419762331189288	-0.217154847488001	-1.81669330196249	-1.32039134662475	-0.462915267009708	0.298032944740226	-0.669202827791747	-0.64360528580003	0.444702957784615	-0.161868468818435	0.558006685022422	1.37976206251612	1.72669103833882
snp_025	-0.337016841356721	-0.730119055303965	0.547534348514628	0.765612688816417	-0.885298303813211	0.741290436815118	-0.691995680120763	-1.06540451630694	-0.192027420821558	0.2425619633231	-2.47545057503326	-1.61081241102077	-0.807375947362837	-0.287689492753742	-1.11933789267938	-1.49194571881365	-0.0943591333403979	1.11853648522995	-1.57737378325102	-0.734168471925116	-1.00838951351209	-0.940315153471358	-0.0931205248985527	-0.333841325060176	-0.473916008098237	-1.21407193808841	-0.72611810371727	-1.24733834863472	0.33376887545384	-1.55360466588344	1.47140360350964	1.53777337622332
snp_026	-1.57822936563148	0.66533270600529	-0.544482872657944	1.17535559228484	-0.801691418935654	0.675326820968571	-1.19010178567472	0.345780102583318	-1.51272090396467	-0.310638623167413	-1.15335487861242	0.00925749275241505	-0.604775264486941	-0.981437452753713	-1.66657464458281	0.0621008150336344	-1.2120383034427	1.43825817611073	-1.8039392091266	-1.00382415791501	-0.680253768713576	-1.97719605908475	-0.288613016975017	-1.37608180595993	0.317687276377836	-0.264463926222601	-0.311027950967233	-0.627530300380744	0.0729188686364233	1.53353799742735	1.86184404515782	1.13294442022654
snp_027	1.01120636138968	-0.843646807123495	0.661483459782447	-0.53141795353641	0.762911928430825	-1.38909335336918	0.630244174825514	-1.43585484495994	-0.708219562877789	-0.653102975906518	-1.467940667338	-1.02368563656848	-0.137523694560392	-1.11211254158409	-1.52000160830087	-2.08007510195636	-1.0267157635636	1.27325990752001	-1.19025180988684	-0.928963490824049	-1.51273696299672	-1.17229431395556	-0.856000389154567	-1.94332576887987	-0.234225151890396	-0.250164279741401	-1.39155779938012	-0.323427283712336	-1.00338217040882	0.277026333984537	1.37975198998364	1.02780221927007
snp_028	-1.26665266358687	-0.58818376465189	-1.45846131790424	1.01912192858819	0.385758540166541	-0.644426772514412	0.227056775080908	-0.341834185008059	-0.9168008983259	1.03129684113766	-0.998351022336074	0.562701982451118	-0.000383885603337589	1.10699821917648	-1.14897053283296	2.17008059401868	0.256696182575596	-0.483751164321318	-1.22574860350446	0.583739135833349	-1.43149381346185	0.853744343031106	-0.431934476646129	0.0157604528120465	-0.0052792151691945	-0.61393575241734	0.772173855977556	-0.652287234586416	-0.0521780524393106	-0.914466747655772	0.122471212967125	0.638896582374277
snp_029	-2.58169196262644	-0.143298461215602	0.068682845223858	-1.5635630872778	1.33459049433579	0.643243541883623	-0.748569047546591	-0.328969621240463	0.221603215898534	-0.806180921643625	1.09149843252296	-1.69191279826942	0.992695767296347	0.392107690848829	0.57409545886739	0.600017968699664	-0.654175922085866	0.751395490799595	-0.700853347538285	-0.444591906165733	-0.284943342727618	-0.326343322752353	-0.869495751399741	-0.783996742035951	-1.14983407143854	0.759097048605914	-0.535625818980754	-1.03762923135171	-0.819692463623964	0.648048713495753	-0.669297948457987	-0.881863695248063
snp_030	-1.90146020228197	-0.133407236378323	-0.163666767140993	-1.47926841986368	1.2043450915906	0.798939299038787	-0.817011446912547	0.167772832412584	-1.47313685386911	-0.689095489800819	-0.335246537548891	-1.34523461769882	0.694022521425486	-2.2286337884019	0.0503680168411613	-2.53421853864039	-2.33256056221134	0.955457001153924	-0.84815737834594	-1.4463093708682	-0.418486845806747	0.344175789976153	-0.0501678231332269	-0.111208725231862	-1.37351518840996	-0.129482793373456	-1.09582074022671	-0.379758090294197	0.962064058971488	-0.829957811348396	1.33079250168321	-0.36868934877462
snp_031	-1.9690151250043	-1.12032244485289	-0.00634891171722662	-0.22583150783447	-0.814192005136458	1.62676061061032	0.248608577544658	1.2847010118544	0.422273794361018	-0.389288316078329	-0.481418246587602	0.62399650804344	-0.289477168193391	-0.335530971238258	0.982791837939632	1.4515626386755	0.406066100781024	1.72446616182547	-2.34085109986654	-1.13922669137708	-0.248818130416331	-0.333848686773323	-1.7135204249093	0.115869039534552	-1.02965168355971	0.422362979204156	-0.0158572363271326	0.440017269948205	0.641679288351638	0.43450222519133	0.114607882842689	-0.108770084846071
snp_032	-0.623689492868375	0.0264696611500571	0.736522813062799	-1.35685377533858	-0.503727085867853	-0.841344814078988	-0.0860057803381085	0.430154138250649	-0.437206556571478	-1.46193212929264	0.0843164158323263	-0.602349991268389	-1.36649754173937	0.460949011178237	-2.56512839579515	-1.79748104970375	-1.82553487516733	-0.547261513845867	-1.40723787623981	-0.186549708952532	-1.10156641185961	0.306325325413015	-0.672827259106635	-0.447718771790248	-0.71992498541822	0.573370425788423	0.555264962631674	-1.52606896505944	-1.72292167466252	0.21800856148222	1.49220570939363	0.858930172977099
snp_033	-1.72835585992112	-0.241775822387562	0.562621606274916	0.362349280181182	-0.0741915487154725	0.699365304340181	1.59327569500826	0.867512457915703	0.197769980594387	-0.230603006110676	-0.702242378047508	-0.0539810053661916	1.12438055107876	-0.797178492131565	-0.0264583510892203	-0.483638403611835	-0.597199317297188	-3.41737977729848	-0.839524920527393	0.339197832497148	0.391314641232678	1.14541497888505	0.274450635202651	1.66127187912682	-0.0364775355812121	-0.671549532355049	0.635780622590228	-0.0429890009729503	0.334132871709641	-1.77781662461341	-0.527661374292224	-1.92477481178463
snp_034	-1.09686222641782	1.05117174251076	-0.30841406855838	1.51373072392753	-1.11672061664534	0.646083288403681	-0.786189766446045	0.10351260766502	0.188887450732661	-0.833718502971672	-0.725122404767605	-0.622042463523358	-0.306618645547041	-0.788530329361626	-1.73961191516991	-2.32706095319397	-1.16821532055025	-0.588486418762715	-2.31031211531154	-0.445575028740614	-0.357496221287416	-1.23010101409931	-1.1602076214189	0.634584630331645	-0.987878417016687	0.668522175760298	-1.34751356686089	1.63728894059987	-0.830619877404709	0.680268106854902	1.09799516544511	2.06513771312523
snp_035	-0.636065762751274	-0.729286630520979	0.180853064032142	1.38352140122066	-0.916826200658889	0.924111561336783	0.036840983587179	-0.189049062372657	0.545986246384636	0.195482885668702	-0.193965956361914	0.704970757815705	-0.711193909182148	1.12974744434629	-1.30297183857954	0.798765900736744	-0.461561489573755	-1.31511980367209	-0.699619443117033	-0.718382123811269	-1.07764004422003	0.195637196229018	-0.377782331138382	1.30812151945405	0.245820651366254	0.862680810404329	0.359425481605547	0.44092539160892	-0.560278521478219	-1.90252489891929	0.00262006811427795	-1.45666208328893
snp_036	-0.668807400154315	-1.08583640492673	-0.35681497505626	-1.87011331576795	0.515847430724759	0.468702181994921	-0.1351146900529	1.31491399484343	0.698770569097718	1.60599512045501	0.592334326821262	0.729490280484167	1.04936065734392	0.0612965658974642	-0.379037005674041	1.533876269746	0.364041005621804	-0.708133307728985	-0.352767389279338	-0.043677462078762	-0.299890971733911	-0.29309217953677	-1.12193429726537	-0.269959319110542	-1.54893003532435	-1.87733446672881	-0.521776469689162	-0.0525846734948755	-1.61253581116703	0.618545867860942	-1.56315412053321	-0.764133462265165
snp_037	-0.106347291582561	-1.82319131397684	0.465073378478144	-0.845019910071357	-0.361251461179148	0.153696038806564	-1.37717295074915	1.29792181933854	-1.94305762660752	0.0207239385048375	-0.843787129382446	-1.29248004393671	-0.683942173549521	0.726249622273021	-1.410368495678	-1.99967743988431	0.777783157306859	-1.20791653505319	-0.44419841479722	-1.0957931686156	-1.02633330863345	-0.587702203317821	-0.557521114696115	-0.605138257115098	-0.612273358336624	-0.942729110341237	-0.158315469871837	0.500328557384963	0.89585555639271	-0.33942624466955	-0.163873050855083	2.61900971608503
snp_038	-0.911039106665987	-1.46662159875399	-0.0560039458864736	-0.0111635764113025	-0.66477828337986	0.273445764112382	0.0604379895771838	-0.347200537424087	1.42969021740904	0.253620054350007	0.335431663521471	-0.0828960292716829	0.468662381899149	0.83466865123939	0.248945462343878	0.0653152110493027	0.476966647489454	-0.183498037942571	0.585832140263787	-1.02086223604556	-0.0533311564400867	-1.70676106498235	1.21624411064464	-0.657281010199711	0.4220455388221	-0.412886277005096	0.643614077172368	-2.12184395820749	0.1521752244279	-1.10511694493801	-1.53127942956013	-1.03601225929194
snp_039	-2.1152670010891	-0.743601231040582	-0.24117555374009	-0.0412014361765408	0.052500696087254	0.483786836766623	0.488916033119324	0.49495894333221	1.24625527811489	-0.588903873107411	1.06199394115033	-0.0661644788928125	-0.414174415210895	0.21137420599097	-0.750821272298119	0.473794879490543	-0.391649417483775	-0.529674463418319	-0.591479438587021	-0.196669640931075	0.784001614087952	-0.701656992301894	0.0381280267155786	0.341627157387007	0.624887898622076	-0.249305172897234	-0.511778311512644	-0.265744915629165	0.748563124701042	-0.238487079782323	-1.60314542091766	-0.913338125428288
snp_040	-0.911349795323353	1.60368831694384	-0.666315578810739	0.814877697313478	-1.13102587657673	0.356419116814867	-1.72944841305495	-0.846694508713937	-0.558349273977688	0.925812485970676	-0.942908100189967	-0.516674533275583	-1.37884484807221	-0.0994388208674515	0.346862586753147	-1.13091317324713	-1.72748319906439	-1.10901603291392	-1.02279339314688	-0.35047367099184	-0.819999945250186	-1.02458832414233	-0.965641036309324	-1.45218361610017	-2.00690787480769	-1.75740518986384	-0.87717173266082	0.240310535332795	-0.0337481181406852	0.232962886479509	1.3654121649669	1.57639034122628
snp_041	-0.100833500003889	-0.847931002708165	-0.12987094815548	0.151884952648704	-0.974641191395856	-0.264549561827457	-0.650927729100226	-0.555523931110226	-0.204913578895643	-0.246457419380697	-1.33114341801406	-0.220151777720596	1.25979204779498	-1.99867783533251	-0.753609889865016	-1.36598169455046	-0.0221389184298638	-1.47634047840881	-0.978673673654165	-0.465353145537866	-1.88834800396797	0.0561285044734635	-0.968500210873208	-0.734166895768896	-0.252635450385712	0.11759552597012	-1.15287446150938	-0.71209732095281	-0.760638969061719	-0.653203084114496	1.36500698943389	1.08142758817663
snp_042	-1.29833391675398	0.697540985186912	-1.19711324532368	-0.82215020372484	0.772464846835312	1.07947623690432	0.39491454389797	1.25914688633431	0.926687810890556	0.602773625021541	1.43659625303275	-1.78137509664894	1.2894543061455	-0.311401334270933	1.01386047700613	-0.925372650277506	-0.237093687412089	-0.374293646584417	-0.202677786598903	-0.79676978722144	0.329687463978953	-0.570704629048449	-0.558446308559799	-1.19997299078284	1.59974728829397	-1.1015086944453	-0.356284411929279	-1.09356329593201	-1.05812960703134	-0.391416474107645	-1.70058496902121	-1.27665249585436
snp_043	-1.58126748055119	-0.155239880316227	-0.886818514312756	-0.779075535796842	-0.0061615549677638	0.963245517841288	1.22848975264452	0.435563160021028	0.756868933857666	0.942365648057047	-0.368240337541153	-0.127046281935953	0.348341257718023	0.339827082541638	0.658784445512043	-0.837314246867251	-0.18594771891056	-0.437151581549823	-0.102723191278012	0.0926721465582102	-1.15206253219454	0.195192883689203	0.0852555231011849	-0.736192251974787	0.49761064162861	-0.387665087534408	-0.743804425772161	-0.987181759714596	-0.313930479665743	-0.71316996017959	-0.253951507921439	0.0882949565543368
snp_044	-2.45153884983094	-0.698600590100658	-0.553321301021715	0.708658142157627	-0.661329034562781	1.08689579003989	0.32615623400537	0.306185284495534	1.18410937215558	0.721833698744014	1.62215224742412	-1.24842214674306	0.00565144911416442	-1.68013212496446	0.444304761815502	-0.42378188351793	0.651656729384794	-1.36890954428106	0.0147976792908352	-1.12834847156526	-0.0714023007352365	-0.366331994048015	1.55224135454366	0.850387139009436	0.249168852457863	0.120572686612695	0.116460562811427	-0.530580700041288	-0.000854806879724057	-0.724669724315055	-1.15051471025516	-0.307621116332788
snp_045	-1.72051146564644	-1.02715952059351	-1.68139003733112	-1.17300990486889	1.21360325919573	-1.38986546445729	0.892828920958968	0.172858061482147	2.51968350109805	-0.078268572149143	1.13287692574542	-0.848140783684051	1.33480943044054	0.929391796510479	0.245562839873846	0.972910859752603	0.616881895334614	0.116388335256322	1.38335069356174	-0.0811909279153629	-1.7585145080576	0.550277219119278	-0.0214464824675535	-0.856840185451805	-0.701515465099585	-0.995131563860957	-0.831236294781088	-1.19954728422025	-0.225202264248867	0.443251476280125	-1.31721539034989	-1.08417686618076
snp_046	-0.219444963591729	-1.06798414351938	-0.0194637476097589	0.430177983361772	0.528183584013874	0.536504404039468	-1.29161176683081	0.330265089759853	-0.226197876423003	-0.712534942236496	-1.29020464802828	0.0977523758422713	-2.41568497623316	-0.193090340773443	-1.85218149058959	-2.23657583395963	0.4693394838276	0.748915161736094	-2.00927912217283	-0.989685326546942	-1.29947314474038	-1.90981786205139	-1.54470549485405	0.860161730489549	0.526078474622584	-0.715379749722594	0.379059340874005	-0.597121149970251	1.02309172929487	-0.126879442791534	0.0187843302588326	2.36687831787327
snp_047	-0.685673996509689	-1.49311335779703	0.361554134382314	-0.4495235870039	-0.00118990900440177	1.00571839097565	-0.292793630450596	1.3667212986069	-0.688267818091989	0.989896919443364	0.749004329710697	-0.134623254394123	1.98360350247723	0.414223014057529	0.210996244382487	0.911827949679965	1.32169260225001	-0.668629284745182	-0.635768092876167	-0.288436263132477	-0.413300570397907	-0.266007517115286	-0.816561962873517	0.525988905332492	-1.73600013483728	1.46970769851696	-0.265198805705082	0.721299245205318	-0.0254728039023359	0.192704827138306	-0.189916415354606	-0.987129627144327
snp_048	-0.901034157233041	-0.685690062817011	-0.00253075751382104	-0.0807371071292807	-0.853324196878498	-0.284961913821744	1.06691711441105	1.43675253475296	1.83714184218483	1.20121386767733	1.9462082966108	0.702935916201799	-0.574552213226216	0.795910320098109	0.786184536154556	1.82576356023125	1.55029036771132	0.479852304799856	-0.621426682912153	0.960476595690031	0.778723578174724	-1.51607133286106	-1.63008101587608	0.435947278594062	-0.948565491782462	-0.435590230009354	0.293899461665867	-0.738867820447582	-1.23775578910788	-0.363820721235518	-0.0608872888007134	-0.673261426469676
